"","TIME_PERIOD","MEASURE","MEASURE_label.en.label","INDEX","INDEX_label.en","TSEST","TSEST_label.en.label","REGION","REGION_label.en.label","FREQ","FREQ_label.en.label","obsValue","UNIT_MEASURE","UNIT_MEASURE_label.en","OBS_STATUS","OBS_STATUS_label.en"
"2541","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115493","Education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent","r","revised"
"2542","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115493","Education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",2,"PCT","Percent",NA,NA
"2543","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","115493","Education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.1,"PCT","Percent",NA,NA
"2544","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","115493","Education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",3.8,"PCT","Percent",NA,NA
"2545","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115493","Education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.7,"PCT","Percent",NA,NA
"2546","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115493","Education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"727","2020-Q3","2","Percentage Change from Previous Period","40067","Cleaning and maintenance products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-4.3,"PCT","Percent",NA,NA
"728","2020-Q4","2","Percentage Change from Previous Period","40067","Cleaning and maintenance products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"729","2021-Q1","2","Percentage Change from Previous Period","40067","Cleaning and maintenance products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.3,"PCT","Percent",NA,NA
"730","2021-Q2","2","Percentage Change from Previous Period","40067","Cleaning and maintenance products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent",NA,NA
"731","2021-Q3","2","Percentage Change from Previous Period","40067","Cleaning and maintenance products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"732","2021-Q4","2","Percentage Change from Previous Period","40067","Cleaning and maintenance products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.4,"PCT","Percent",NA,NA
"1097","2020-Q3","2","Percentage Change from Previous Period","117107","All groups CPI excluding Transport","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.4,"PCT","Percent",NA,NA
"1098","2020-Q4","2","Percentage Change from Previous Period","117107","All groups CPI excluding Transport","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"1099","2021-Q1","2","Percentage Change from Previous Period","117107","All groups CPI excluding Transport","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent",NA,NA
"1100","2021-Q2","2","Percentage Change from Previous Period","117107","All groups CPI excluding Transport","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"737","2021-Q3","2","Percentage Change from Previous Period","117107","All groups CPI excluding Transport","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"738","2021-Q4","2","Percentage Change from Previous Period","117107","All groups CPI excluding Transport","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.1,"PCT","Percent",NA,NA
"739","2020-Q3","2","Percentage Change from Previous Period","40101","Domestic holiday travel and accommodation","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent",NA,NA
"740","2020-Q4","2","Percentage Change from Previous Period","40101","Domestic holiday travel and accommodation","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",6.3,"PCT","Percent",NA,NA
"741","2021-Q1","2","Percentage Change from Previous Period","40101","Domestic holiday travel and accommodation","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.8,"PCT","Percent",NA,NA
"742","2021-Q2","2","Percentage Change from Previous Period","40101","Domestic holiday travel and accommodation","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.3,"PCT","Percent",NA,NA
"986","2021-Q3","2","Percentage Change from Previous Period","40101","Domestic holiday travel and accommodation","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"987","2021-Q4","2","Percentage Change from Previous Period","40101","Domestic holiday travel and accommodation","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",4.8,"PCT","Percent",NA,NA
"1109","2020-Q3","2","Percentage Change from Previous Period","97549","Food additives and condiments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.1,"PCT","Percent",NA,NA
"1110","2020-Q4","2","Percentage Change from Previous Period","97549","Food additives and condiments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.3,"PCT","Percent",NA,NA
"1111","2021-Q1","2","Percentage Change from Previous Period","97549","Food additives and condiments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.3,"PCT","Percent",NA,NA
"1112","2021-Q2","2","Percentage Change from Previous Period","97549","Food additives and condiments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.1,"PCT","Percent",NA,NA
"1356","2021-Q3","2","Percentage Change from Previous Period","97549","Food additives and condiments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.3,"PCT","Percent",NA,NA
"1357","2021-Q4","2","Percentage Change from Previous Period","97549","Food additives and condiments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"2207","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115497","Tertiary education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.3,"PCT","Percent",NA,NA
"2208","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115497","Tertiary education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent",NA,NA
"2209","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","115497","Tertiary education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.8,"PCT","Percent",NA,NA
"2210","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","115497","Tertiary education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.7,"PCT","Percent",NA,NA
"1847","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115497","Tertiary education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.5,"PCT","Percent","r","revised"
"1969","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115497","Tertiary education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.7,"PCT","Percent",NA,NA
"2213","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115489","Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.7,"PCT","Percent",NA,NA
"2214","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115489","Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"2215","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","115489","Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent",NA,NA
"2216","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","115489","Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.5,"PCT","Percent",NA,NA
"2581","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115489","Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.3,"PCT","Percent",NA,NA
"2582","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115489","Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.1,"PCT","Percent",NA,NA
"1370","2020-Q3","2","Percentage Change from Previous Period","97554","Garments for women","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.3,"PCT","Percent","r","revised"
"1371","2020-Q4","2","Percentage Change from Previous Period","97554","Garments for women","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-4.1,"PCT","Percent","r","revised"
"765","2021-Q1","2","Percentage Change from Previous Period","97554","Garments for women","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent","r","revised"
"766","2021-Q2","2","Percentage Change from Previous Period","97554","Garments for women","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-2,"PCT","Percent","r","revised"
"767","2021-Q3","2","Percentage Change from Previous Period","97554","Garments for women","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-5.3,"PCT","Percent","r","revised"
"768","2021-Q4","2","Percentage Change from Previous Period","97554","Garments for women","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",5.3,"PCT","Percent",NA,NA
"2225","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","30025","Urban transport fares","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-4.9,"PCT","Percent",NA,NA
"2226","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","30025","Urban transport fares","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.7,"PCT","Percent",NA,NA
"2227","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","30025","Urban transport fares","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.1,"PCT","Percent",NA,NA
"2228","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","30025","Urban transport fares","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent",NA,NA
"2229","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","30025","Urban transport fares","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",5.5,"PCT","Percent",NA,NA
"2230","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","30025","Urban transport fares","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent",NA,NA
"2595","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40008","Other cereal products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",7.5,"PCT","Percent","r","revised"
"2596","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40008","Other cereal products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",5.5,"PCT","Percent","r","revised"
"2597","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40008","Other cereal products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.5,"PCT","Percent",NA,NA
